username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2017-10-01 18:55;0;1;"@ 60Minutes you gave @ SteveScalise a pass. No question about his position on gun violence? Hopefully he now has a clean heart & changes.";;@ @;;"914639984371658752";https://twitter.com/mortgagesbycoop/status/914639984371658752
;2017-10-01 18:55;0;0;"Going to a 'gun show' next weekend lol";;;;"914639953249923072";https://twitter.com/bi11y2/status/914639953249923072
;2017-10-01 18:55;0;0;"# America;White privilege has raised his head again,South C. Is a conceal gun carrying state, # LilWayne has a Florida conceal weapon licensepic.twitter.com/itaoKeuz6O";;;# #;"914639935046606848";https://twitter.com/normansm66/status/914639935046606848
;2017-10-01 18:55;0;0;"Is "Smart" Gun Laws still pretending suppressors make guns "silent"? For "experts", you sure are ignorant";;;;"914639930755878912";https://twitter.com/sammysammy222/status/914639930755878912
;2017-10-01 18:55;0;0;"Motive unclear";;;;"914639926720974850";https://twitter.com/bleeker185/status/914639926720974850
;2017-10-01 18:55;0;1;"put that water gun away";;;;"914639922803478528";https://twitter.com/sasukemutuaI/status/914639922803478528
;2017-10-01 18:55;0;0;"Be Cool - Don't Give Me No Gun Then http://fb.me/BTfvW5b8";;;;"914639917048766464";https://twitter.com/JohnsonDouge/status/914639917048766464
;2017-10-01 18:55;0;0;"I can't wait until tomorrow....... will the big media guns like Rush, Hannity, Dobbs talk about Trumps Amnesty & Trumps Refugees.......or..";;;;"914639904092688385";https://twitter.com/dazgood500/status/914639904092688385
;2017-10-01 18:55;0;0;"FYI CAD:FYI: ;SUBJECT WITH A GUN//WEAPON;599 NIXON ST/N 6TH ST";;;;"914639898048700426";https://twitter.com/NHC911Gunfire/status/914639898048700426
;2017-10-01 18:55;0;1;"I would be for guns IF the trees--and the squirrels--could arm and protect themselves...from us.";;;;"914639889202864130";https://twitter.com/ProfessorBerman/status/914639889202864130
;2017-10-01 18:55;0;0;"This "Ghost Gun" Machine Now Makes Untraceable Metal Handguns https://www.wired.com/story/ghost-gun-machine-makes-untraceable-handguns … via @ WIRED # techpic.twitter.com/k1sWSKghc9";;@;#;"914639888343019520";https://twitter.com/non_ci_cred0/status/914639888343019520
;2017-10-01 18:55;0;0;"I look at the cross Then I look away Give you the gun Blow me away";;;;"914639880679981057";https://twitter.com/dudeitskeegan/status/914639880679981057
;2017-10-01 18:55;0;0;"Get well @ SteveScalise . Strengthen gun laws. Give America the same health insurance we are paying for your great care.";;@;;"914639880554205186";https://twitter.com/sueyellin/status/914639880554205186
;2017-10-01 18:55;0;0;"Como cuando los Guns N' Roses están en Latino América y no vienen a Venezuela :(.";;;;"914639879128145921";https://twitter.com/VelizMoises00/status/914639879128145921
;2017-10-01 18:55;0;2;"Need more of these!! How about The dude is Rocky, Girl is Tommy Gun, disgusted one is Rocky's kid, # RockyV";;;#;"914639879019155456";https://twitter.com/Sox_Pats82/status/914639879019155456
;2017-10-01 18:55;0;0;"Patience / Guns N' Roses http://1000rockhits.de/streams/1000rockhits.m3u …";;;;"914639872765374464";https://twitter.com/1000Rockhits/status/914639872765374464
;2017-10-01 18:55;3;12;"And no change on gun legislation! Who paid for all that fine FREE medical care??? TAXPAYERS!";;;;"914639868659224578";https://twitter.com/SoulWomen/status/914639868659224578
;2017-10-01 18:55;0;1;"Josh slowly loaded one bullet, cocking the gun and put it against his head. He closed his eyes as his finger slowly pushed at the trigger.";;;;"914639867929354242";https://twitter.com/SoaringMusician/status/914639867929354242
;2017-10-01 18:55;1;0;"Can someone possibly walk me through how to attach items (like a laser gun) to the hands of a pre-animated character using Blender?";;;;"914639858106339330";https://twitter.com/BootlegGirl/status/914639858106339330
;2017-10-01 18:55;0;0;"叫びすぎて安定の龍角散買いました";;;;"914639849700732928";https://twitter.com/non_gun/status/914639849700732928
;2017-10-01 18:55;0;1;"Lost a tough one to the South Jersey Young Guns 2-1 today. Great game all around";;;;"914639838724403200";https://twitter.com/AeaBaseball/status/914639838724403200
;2017-10-01 18:55;0;2;"Enquanto tiver balas nas armas e espinhos nas rosas, o Guns estará vivo!!!";;;;"914639836644020224";https://twitter.com/Gabigoltaai/status/914639836644020224
;2017-10-01 18:55;0;0;"SMOKING GUN: San Juan Teamsters Didn’t Show Up for Work to Distribute Relief Supplies – US Aid Rotting at Ports... http://fb.me/Mz37nw51";;;;"914639835691876353";https://twitter.com/TruthUncensore/status/914639835691876353
;2017-10-01 18:55;0;0;"Guns, Gunsmiths, and Ammunition listings in Los Angeles, CA - Los Angeles, CA Local Businesses http://ref.gl/BT0yc7oC";;;;"914639820110143490";https://twitter.com/PistolPages/status/914639820110143490
;2017-10-01 18:54;0;1;"Liquorlip loaded gun";;;;"914639810966491136";https://twitter.com/KatySebring/status/914639810966491136
;2017-10-01 18:54;0;1;"Siemian needs to play with more confidence, he's too passive. He looked gun shy after last week. # mytwocents";;;#;"914639803685101568";https://twitter.com/dnel0780/status/914639803685101568
;2017-10-01 18:54;0;2;"A7 True. I think the impetus for National Coming Out Day was prompted by similar reason. Maybe a day to be more vocal, esp those with invisible disabilities. # CripTheVote https://twitter.com/vj_phillips/status/914639297667649536 …";;;#;"914639795615236096";https://twitter.com/may_gun/status/914639795615236096
;2017-10-01 18:54;0;1;"30 mins & gun control & health insurance nvr come up. Relevant issues for someone that want to repeal ACA & increase access to guns";;;;"914639774694166528";https://twitter.com/kurtmcdirtnyc/status/914639774694166528
;2017-10-01 18:54;0;0;"Still got the badge still got the gun";;;;"914639761213677568";https://twitter.com/LowkeyKoo/status/914639761213677568
;2017-10-01 18:54;0;2;"How ironic would it be if Congress passed safety laws to regulate the big fake prop guns that injured Marilyn Manson? pic.twitter.com/UXwNBmrvfB";;;;"914639757652692992";https://twitter.com/TenSecondCynic/status/914639757652692992
;2017-10-01 18:54;0;1;"Imagino Guns/The Who";;;;"914639728414269441";https://twitter.com/MalditoRockNac/status/914639728414269441
;2017-10-01 18:54;1;0;"# NowPlaying Guns n' Roses - Live And Let Die on Rockzilla Radio";;;#;"914639726031884288";https://twitter.com/progwaveradio/status/914639726031884288
;2017-10-01 18:54;0;0;". @ 60Minutes fluff piece w @ SteveScalise. How cld u not ask abt # guns # nra # healthcaredebate ? # smh";;@ @;# # # #;"914639724249276417";https://twitter.com/bklynbad/status/914639724249276417
;2017-10-01 18:54;1;7;"Glad cong Scalise lived but no q's re: Gun control, funding 4 mental health Can reg citizens get same care as him? Weak journalism. https://twitter.com/60minutes/status/914635288810487808 …";;;;"914639717429325824";https://twitter.com/RealJim/status/914639717429325824
;2017-10-01 18:54;0;0;"If you break too many rules too often, thevright to a car is taken away from you. But guns? Nah...let's just sell them at Wal-Mart.";;;;"914639704481570817";https://twitter.com/JohnstonWriter/status/914639704481570817
;2017-10-01 18:54;0;0;"# ThePowerOfSetnov The Man Behind The Gun";;;#;"914639695761489920";https://twitter.com/AndreaBiggest/status/914639695761489920
;2017-10-01 18:54;0;0;"@ SteveScalise - how's that health care ur receiving? Bet it's A+. Gun control - perhaps something 4 u to think about?";;@;;"914639689105252353";https://twitter.com/LPrestera/status/914639689105252353
;2017-10-01 18:54;1;1;"A man who spoke before white supremacists, has lax gun regulations, great healthcare, anti = rights for women and LGBT. Gutless interview.";;;;"914639689042350080";https://twitter.com/tinap2012/status/914639689042350080
;2017-10-01 18:54;0;1;"Orrrr, a nail gun with vacuum attachments. Either would be amazing.";;;;"914639661208821760";https://twitter.com/cue_face_palm/status/914639661208821760
;2017-10-01 18:54;1;4;"I'm hoping his experience would change his views on healthcare for all and gun control, but I doubt it. # IGotMine";;;#;"914639653411737601";https://twitter.com/JS4kix808/status/914639653411737601
;2017-10-01 18:54;0;0;"Great for steve. Ever think gun control??& what insurance paid for your hundreds of thousands of dollars? We still owe thousands & paying https://twitter.com/stevescalise/status/914582431369515008 …";;;;"914639650354008070";https://twitter.com/susichapman/status/914639650354008070
;2017-10-01 18:54;0;0;"忘れ物！取りに帰りなよ！";;;;"914639636047183873";https://twitter.com/ouko_gun/status/914639636047183873
;2017-10-01 18:54;0;0;"ユニバ行く金で何回自演出来ると思ってるん！？ 謙○（アテナにて）";;;;"914639631781466113";https://twitter.com/gun_meigen_bot/status/914639631781466113
;2017-10-01 18:54;0;1;"@ SteveScalise So happy to see your recovery going well. Now can we talk about gun safety and health care? # 60Minutes.";;@;#;"914639628589830144";https://twitter.com/BabaChrisPPB/status/914639628589830144
;2017-10-01 18:54;0;1;"They can keep the guns, we'll keep the docs and figure out which side lives longer 2/2";;;;"914639627834753024";https://twitter.com/kreamkorn420/status/914639627834753024
;2017-10-01 18:54;0;0;"Guns &amp; Crypt https://www.coindesk.com/guns-crypto-bitcoin-helping-keep-cody-wilsons-anarchist-dream-alive/ …";;;;"914639624030625793";https://twitter.com/LocalSEOSome/status/914639624030625793
